text,label
这是一本我个人认为很实用的书，但内容有些简单，不过把以前在学校里学过的自救的知识，重温了。随着年龄和社会环境安逸，自救的意识越来越弱了。直到5.12四川地震，人类在自然中是如此的渺小而脆弱，我们无力抵抗，但是如果我们掌握一些自救的知识和能力，在自己的能力范围中也能帮助自己和别人。现在人们太依赖了，放弃了自主自助自力自救的能力了。此书虽内容简单但让人们注意到了等待不如自救。,1.0
热爱生活、永葆童心、勇于参与,1.0
根本就粘不上，和商品描述差的太远！,0.0
服务好，味道不错。好评,1.0
一般了，而且说好发票随后寄的，但半个月有了，也没什么消息。,0.0
网购快递最差最差的一次。。,0.0
非常不满意，不会再光顾京东第三方卖家了，无货一直不通知我，居然还上传了虚假物流信息，直接导致我没法儿取消订单没办法退款，卖家客服回话极其慢，解决问题一点不积极，拖拉很久，通过京东客服协调很多次才退款成功。,0.0
看过该书，感觉中医暂时不会消亡，尚有一、二十株老树活着，还有毛以林、黄煌、刘力红等一批有一定临床经验的博士在，还可以延缓其生命，但是不改变目前中医院校的办学模式，改变教育方式，提高学生临床水平，废医存药，迟早都会消亡。目前的中医临床水平，包括我所在城市中医药大学的教授们的水平实在不敢恭维，如此的教授会教育出什么水平的学生可想而知。,1.0
地理位置不错，紧挨老街，酒店外观很有特色，房间小，但是古色古香，早餐一般，可以接受，总的来说房间价格公道。如果毛巾和被褥质量好些就更好了。,1.0
商品还可以，挺划算的,1.0
分量真是有点少，味道一般，酸奶里泡不开的感觉，倒也是很有嚼劲儿,1.0
宝贝是用礼盒包装的，特别好看，宝贝非常好。,1.0
"隔音效果很差,客人住在九楼,晚上四楼的KTV一直营业到一点,客人反应无法入睡.所以本来预计定三天,后来提前退房,换了酒店",0.0
挺不错的，洗了基本没褪色。,1.0
"虽身处繁华地区,但房价非常经济.卫生.服务都不错,中央空调.24小时热水.如果下次来一定住此,真好!!!!!!!!!!!",1.0
那么小，还只有1根带子,0.0
特别喜欢游泳池和健身的地方，交通方便离琶洲展馆比较近，离天河城也近，早餐挺不错的，但他们酒店的其他东西我没有吃过，就不做评论了，总体感觉还是满意的，下次出差还会去住。,1.0
一点都不好，用两天就坏了,0.0
"就是感觉有点厚实,哈,还有就是系统太烦人了,呵呵,重新分区还有一个扩展区没法用PQ分出来,现在还不知道怎么弄!郁闷!",0.0
电脑外形不错，音效非常好，感觉不错，就是预装应用有点多，微微怀疑是否被用过,1.0
还可以。不错。贴别好。,1.0
还可以，就是这款有点大。,1.0
环境很不错，房间也较大，干净、整洁、舒适，性价比较高。checkin虽然排队较长，但也较快。酒店自助餐厅营业时间到晚11时，而不是前台说的到晚12点。我们差点没吃上饭。,1.0
呵呵，收到电脑之后首先重装XP，四个小时的时间，记住一定要先在主板BIOS里面把sata关掉就可以了，安装xp以后也还是要关闭状态，否则xp进不去。之,1.0
1) 不带包，外出的时候只好装我大本的包里携带； 2）按键弹力有点小，打字时容易按错键； 3）屏幕垂直分辨率偏低，对于一些大小不可调的对话框不能完全显示。,0.0
两个月都没有就裂开来了，后悔,0.0
十五号下的单  现在才收到  简直太快了  呵呵&hellip;&hellip;  差评,0.0
皮带插的时侯很涩，费劲，不满意，不过退货嫌麻烦。\n再加上是内插式简直是受罪。,0.0
"满意,卖家服务很周到，很热情，很满意这次的网购。",1.0
功能强，质量好,1.0
此双杆置物架挂毛巾和浴巾太好使了，它的真空吸盘吸力真紧，不用在墙上打洞，方便安装。,1.0
"早餐很好,位置算不错,打车到火车站要十几员吧",1.0
非常好的外部环境，美丽的云龙湖，度假感强烈，让人很放松，很惬意。只是湖景房要在总台申明，否则，湖景会有偏差哦。交通：有车的话很方便，否则出行还比较麻烦的。地下车库和安保人员让我觉得很安全。房间：非常舒适，硬件很好，最漂亮的是大厅，在市区的酒店很少可以见到这么有气势和视觉松爽的大厅，很棒。免费早餐要重点说一下，很不错，丰富也很有地方特色，但是如果你睡懒觉起晚的话，一定要进去就把吃的全部拿好，不然你有可能什么都吃不到了。因为服务员很可能不会和你打招呼就收餐了，等你再去取食，发现什么都没有了。本人就严重的感受了一次，当然事后，服务员的热情弥补让我没有投诉。除了这点，其他的都没话说，够得上五星水准。不管怎样，下次依然会选择开元名都。,1.0
这发货速度不说了，还京东，走了一周才到,0.0
一班班，不清楚,0.0
还行吧，凑活能穿，一分钱。一分货,0.0
质量不错的，MV也清晰,1.0
厚，厚，不紧致，质量是可以的，但这款型不适合年轻人,1.0
嗯&hellip;&hellip;那么多人评价它够～大～气～所以，真的是蛮大的，单肩斜背显大，要买中等大来斜背的记得看看尺寸噢，不过，这个包是真的很漂亮！而且手感很好！拉链，单手提非常漂亮！,1.0
环境不错，空气新鲜幽静．离市中心有点远，但交通路况不错，适合有自驾车的城市人度假休闲．服务好，销售部的周小姐百问不厌，出门步行约５分钟有太湖船菜河鲜一条街，二十几个饭店营业到晚上十点，河鲜新鲜价廉，在湖州很有名．晚上停,1.0
看起来OK  为什么要写10个字啊,1.0
酒店比较旧，靠近机场，能听到很大的噪音。而且早餐非常差，简直就是没东西吃。我再也不会住在这个酒店的。宾馆反馈2008年3月14日：尊敬的客人您好，非常感谢您的宝贵意见，对于您入住期间遇到的不愉快经历，我们深表歉意，以下是我们关于您的意见的反馈情况：1.关于您提到的噪音和酒店陈旧问题，由于酒店地处厦门主要干线-湖里大道西段，距离机场10分钟车程，这是酒店交通便利的主要优势。但随之而来的就是噪音问题。厦门联发集团于2007年5月份投入巨资对酒店重新进行装修，在隔音方面做了最大的改进和提高。酒店装修完工投入使用以来，未收到客人关于噪音的投诉。2.早餐：针对前几年团队为主的早餐，酒店在人员配备和早餐种类及数量都做了很大的改进，目前早餐包括了小菜、饮料、热菜、糕点、主食、沙拉等40多种菜品，能够满足各种客人的不同喜好。我们非常珍惜每一位客人的投诉，非常珍惜每次能为客人提供服务的机会。也许酒店方面现在还不能做到十全十美，但是我们一直在努力，希望您能再次光临丽轩酒店，感受到我们的改变。最后再次感谢您的意见和建议，因为正是有了您这样的客人，才使丽轩一直进步、不断完善。谢谢！,0.0
为了确保没有问题，我还是选的自提，上周六刚拿到验货键盘就坏了，只能返修，啥辙没有，忍,0.0
跟普通的没啥区别，起毛。,0.0
袖子有点短，还有电钻毛。一般般,0.0
昨天买了这个本本，收到后一看开始搞活动送内存，送硬盘了....订单完成了也没有办法了...感觉有点不厚道啊,1.0
说的挺好可是实事真不行啊,0.0
没给发票差评没给发票差评没给发票差评没给发票差评,0.0
不到三個月就已經生锈了,0.0
"地理位置不错,房间在香港来说,算大的,特别是卫生间很大,硬件比较旧.住这里只是涂个方便.只是这次的时机不对,遇上会展,价格大概别平时贵上2-3倍哦.平时的话,2000多能",1.0
做工出色 性价比高 配置实用 键盘设计 屏幕色彩 外观模具都非常对得起这个价钱,1.0
都是盗版货，下次再也不会买了，,0.0
垃圾，一个星期就坏了，联系客服到现在都没人管。真心别买，我要说谎我王八,0.0
跟我之前也在这同一家买的，*元的标准版本相比，按键的声音完全不一样（比以前大声好多好多），滚轮的手感也完全不一样（之前的滚轮很舒服，有非常明显的段落感，这个*元1800DPI的版本没有明显段落感）。唉，一分钱一分货估计&hellip;&hellip;,0.0
没及时收到耽误事,0.0
很不好，就几张差劲的光盘,0.0
四九九入手，值吧,1.0
房间太老了服务不周到不热情交通还好保安象混子前台服务冷漠,0.0
要求退货，严重不满，小的无法接受， 失望失望 失望失望,0.0
包装不好，五金有磨损，但是售后服务很好,1.0
颜色太暗，和图片的不太一样。,0.0
"容易留指纹,应该买白色的,键盘松松的,与底部不够密贴,分区是两个不过大小太不合理了,c盘居然分成70G,xp上网本完全没必要这么大,个人认为最多15G就可以啦!",0.0
不错，继续努力，争取第一。,1.0
给同事买的，颜色很正，料也挺好的，喜欢,1.0
不是很好，因为，没有解释，还是因为，不需要解释,1.0
真的不能贪便宜，看着比京东自营便宜，就没买京东自营的。用着完全没效果。其实之前也没在京东买过，很久之前在其他电商买的那个效果确实好。,0.0
"我到现在都还没有收到书啦,当当真的好慢.上个星期买的书,本想这个星期六看都没得看",0.0
快递只是烂，不知道送哪里去了  厂家也没有及时跟进！,0.0
携程价格360元/间，我看到同时结帐的其他客人是298元。携程告诉我是四星，我看到的是比锦江之星更糟糕的房间，电梯间油漆剥落，浴室不锈钢管锈了，肯定是没有星级的。地方也在一个弄堂里。我住的是1512房间。唯一多的是韩国人进出频繁。建议携程与该酒店好好交涉。我是已经和大堂投诉过了，这样的房间是根本不值360元的价钱的。携程应到酒店实地勘查后再向客人推荐。,0.0
地理位置是公认的不错，但是缺点也不少，主要是电梯慢，走廊狭窄，房间设施有些陈旧了，临时住一晚可以，时间长了不建议入住。,0.0
"这个酒店唯一值得称赞的是销售部的一位女士,但是很抱歉,我忘掉了她的名字. 评价: 1)性价比绝对不值得,附近的同类酒店很多,性价比都比这家好 2)除上面提及的一位销售部的女士外,其它的人员都很差,前台完全是招待所的感觉,而且是国营的那种招待所的印象(入住时是半夜,前台穿着军大衣睡眼朦胧的样子简直象演电影一样的标准) 3)这家酒店离火车站十分钟的步行，我打了四个电话都没有找到，最后找到时才发现，这是周围所有酒店里唯一夜间没有彩灯的，黑灯瞎伙的确实没办法找到，接电话指导的人完全没有地理概念． 4)入住时，前台说的第一句话是＂没有你的定单＂，第二句是＂肯定没有你的定单＂－－之前只问了我叫什么，就象审犯人．我打电话给携程确认时突然又来了一句＂找到了＂，唉！房间连续改了四次，我在前台已经不知道该怎么办了．一会划掉房号改成另一个，一会儿又改回来．．．．．． 5)最最要命的是，完全没有按之前定单中注明的要求安排安静的房间，这与携程之前的短信和电话的说法是完全不符的． 6)一大堆投诉，直到第三天离开（如果不是因为事情多，第二天早上就离开了）前才接到销售部那位女士的回应--送了一个果盘，唉！ 7)早餐不要指望什么，本来就内容单薄，八点半就已经主菜大多没有了，热东西少，服务要求反应永远很慢．唉！ 不推荐入住．南昌实在有太多选择了．不过关于服务，客观地说，南昌整体的服务意识也确实是不高的，但是这家确实是太差了． 宾馆反馈 2008年4月14日 ： 尊敬的比哥儿比哥儿： 您好！ 首先感谢您入住锦昌大酒店为我们提出宝贵意见，为此酒店高层管理人员非常重视，并特地召集各相关部门专门开会对您的投诉回复如下： 1、 锦昌大酒店在南昌市三星级酒店中评价、服务、专业化均较好，性价比我们将会更进一步提升； 2、 前厅部深夜班次员工的工作状态、着装形象我们将在您的鞭策下严格管理并由我们值班经理全权负责检查，树立一个良好的接待形象； 3、 为了让更多宾客晚上能顺利地找到酒店，我们将推迟2小时关闭酒店的外墙灯，并针对总机及前厅部门进行酒店详细地理位置的培训； 4、 对于询问预订工作程序，我们着重培训员工具备首问责任制工作原则，第一时间为顾客解决问题，并要求做到不对顾客讲“没有”“不知道”类词语； 5、 安静房是指锦昌所有房间，分南北两边，南面是居民住宅区本身具备安静条件，北面是靠马路房间，07年已全面安装隔间窗，您住的8821房是北面已安装了隔音窗房间，如仍未达到您的要求，我们酒店高层管理人员会尽最大能力为您解决； 6、 营销总经理晏艳春女士在接到前厅客户意见反馈后随之上门拜访，并赠送果盘希望能得到您更多的理解与支持； 7、 早餐经我们统计每天至少保证有四十五个品种，其中最少有十个为热点，另外所有蒸品全部保证热度，至于餐厅的服务我们将不断完善。 我们热忱欢迎您再次入住锦昌大酒店。 江西锦昌大酒店 2008/04/14",0.0
超级超级慢的物流，都说京东发货快一个星期才到货，从来没有这么慢的物流，物品和图片也不一样，质量一般般。,0.0
还不错，装水都不漏，就看保温效果怎么样了。,1.0
书很棒，物流很给力。 好大一本书，是正版!各种不错!只是插图太多，有占篇符之嫌。故事很精彩，女儿很喜欢。书写的不错，能消除人的心瘾。目前已经戒烟第三天了，书拿到手挺有分量的，包装完好。还会继续来，一直就想买这本书，太谢谢京东了，发货神速，两天就到了，超给力的！5分！今天家里没有牛奶了，我和妈妈晚上便去门口的苏果便利买了一箱牛奶和一点饮料。刚好，苏果便利有一台电脑坏了，于是便开启了另外一台电脑。因为开电脑和调试的时间，队伍越排越长。过了5分钟，有一个阿姨突然提出把键盘换了，这样就能刷卡了。我妈妈就在旁边讲了一句：&ldquo;键盘不能热插拔，必须要重启。&rdquo;那个阿姨好像没听见，还在坚持已见。我提出：&ldquo;妈妈，我们不要在这家店卖了吧！又不是在其他地方买不到。&rdquo;妈妈看了看队伍，同意了。我们把东西一放，就去了另一家百货。我提出要换另一家店不是只因为这队伍太长，还有店员素质之差。你布置了两台电脑，那你随时都要准备好换一台电脑呀，你现在让人的感觉就是你只有一台电脑能用，那一台就好像是摆设，没有一点用。我气愤不过跟妈妈说&ldquo;我们去网上买吧&rdquo;这样就来京东了，看到了这本书就顺便买了。好了，我现在来说说这本书的观感吧，网络文学融入主流文学之难，在于文学批评家的缺席，在于衡量标准的混乱，很长一段时间，文学批评家对网络文学集体失语，直到最近一两年来，诸多活跃于文学批评领域的评论家，才开始着手建立网络文学的评价体系，很难得的是，他们迅速掌握了网络文学的魅力内核，并对网络文学给予了高度评价、寄予了很深的厚望。随着网络文学理论体系的建立，以及网络文学在创作水准上的不断提高，网络文学成为主流文学中的主流已是清晰可见的事情，下一届的&ldquo;五个一工程奖&rdquo;，我们期待看到更多网络文学作品的入选。了解京东：2013年3月30日晚间，京东商城正式将原域名360buy更换为jd，并同步推出名为&ldquo;joy&rdquo;的吉祥物形象，其首页也进行了一定程度改版。此外，用户在输入jingdong域名后，网页也自动跳转至jd。对于更换域名，京东方面表示，相对于原域名360buy，新切换的域名jd更符合中国用户语言习惯，简洁明了，使全球消费者都可以方便快捷地访问京东。同时，作为&ldquo;京东&rdquo;二字的拼音首字母拼写，jd也更易于和京东品牌产生联想，有利于京东品牌形象的传播和提升。京东在进步，京东越做越大。||||好了，现在给大家介绍两本本好书：《谢谢你离开我》是张小娴在《想念》后时隔两年推出的新散文集。从拿到文稿到把它送到读者面前，几个月的时间，欣喜与不舍交杂。这是张小娴最美的散文。美在每个充满灵性的文字，美在细细道来的倾诉话语。美在作者书写时真实饱满的情绪，更美在打动人心的厚重情感。从装祯到设计前所未有的突破，每个精致跳动的文字，不再只是黑白配，而是有了鲜艳的色彩，首次全彩印刷，法国著名唯美派插画大师，亲绘插图。|两年的等待加最美的文字，就是你面前这本最值得期待的新作。《洗脑术：怎样有逻辑地说服他人》全球最高端隐秘的心理学课程，彻底改变你思维逻辑的头脑风暴。白宫智囊团、美国FBI、全球十大上市公司总裁都在秘密学习！当今世界最高明的思想控制与精神绑架，政治、宗教、信仰给我们的终极启示。全球最高端隐秘的心理学课程，一次彻底改变你思维逻辑的头脑风暴。从国家、宗教信仰的层面透析&ldquo;思维的真相&rdquo;。白宫智囊团、美国FBI、全球十大上市公司总裁都在秘密学习！《洗脑术：怎样有逻辑地说服他人》涉及心理学、社会学、神经生物学、医学、犯罪学、传播学适用于：读心、攻心、高端谈判、公关危机、企业管理、情感对话&hellip;&hellip;洗脑是所有公司不愿意承认，却是真实存在的公司潜规则。它不仅普遍存在，而且无孔不入。阅读本书，你将获悉：怎样快速说服别人，让人无条件相信你？如何给人完美的第一印象，培养无法抗拒的个人魅力？如何走进他人的大脑，控制他们的思想？怎样引导他人的情绪，并将你的意志灌输给他们？如何构建一种信仰，为别人造梦？,1.0
价格便宜。但是生产日期是毕竟久所以才那么便宜了。一分钱一分货。,0.0
这么小的一本书，看起来也很旧，不值这个价。,0.0
老婆怀孕买的，先用着先！,1.0
房间赶不上绵州酒店，服务还是不错！但电梯太差！,1.0
是头层牛皮的，皮子厚，有韧性有光泽，颜色跟图片一致，非常满意！,1.0
还没用，但是物流超级慢，等了6天才到，卖家服务不行,1.0
物流太慢，服务态度极差。再也不会买了。,0.0
美的东西挺好！具体省不省电还有待验证@客服态度爱答不理！尤其货运简直是恶劣！头天预约好送货！骗我一下午时间！！后来不接电话@第二天给我吧 那么重的热水器扔小区路中间跑了！简直是最不好的一次购物体验！京东第三方不是一般的差@本地的售后师傅安装不是很熟练！@估计是装的少@,0.0
不满意，，质量那么差，根本衣服对不上版的，还说加厚的，根本就是骗人的，那么簿，大家不要买，，别被骗了，像这种衣服送给我都不要，,0.0
还好吧！就是买大一码了,0.0
这物流速度也太久了，还没吃，希望味道好吧,0.0
AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,0.0
说实话管个真的不错的，买过三个了这个是最满意的，拍摄广角蛮大的清晰度也棒的，手机ＡＰＰ连接很方便\n\n,1.0
不错        ，快递太慢了,1.0
不错，烧烤时刷点油，少且清爽！,1.0
手套小，孔距太大，不适合物流公司搬运使用，只能居家用一下。,0.0
